0.1430072,0.09646429,0.08880596,0.04338961,0.342561
0.559387,1.089953,1.1158,0.4413467,0.3081987
0.84922,0.2277937,0.1561837,0.006716365,0.4552904
0.0620962,0.03095789,0.02284079,0.2118183,0.987565
0.6458709,0.2499777,1.292464,0.39477,0.01006509
0.1247723,0.2247554,0.1436861,0.287938,0.4486438
0.1987464,0.4394142,0.01043254,0.2901508,0.1019688
2.088615,0.1105468,1.612868,0.133404,0.497037
0.284601,0.1498997,0.8617741,0.009708832,0.1177239
0.3514713,0.05556161,0.2210409,0.2366843,0.2850072
0.04320628,0.05312259,0.6458215,0.6854208,0.5791876
0.118329,0.9681059,0.8139554,0.1699835,0.873619
1.409512,0.04149796,0.7013212,0.1916402,0.7736253
0.02874349,0.152538,0.001758344,0.2130094,0.165457
0.3344807,0.7910428,0.8723891,0.2438042,1.313826
0.2996639,0.2880621,0.5637807,0.6475603,0.06444971
1.31868,0.2309815,0.005474878,0.1742021,0.02095361
0.06264593,0.9749479,0.3505505,1.264028,0.2253194
0.1985335,0.07591331,0.8289829,0.6189555,0.2390793
0.06879724,0.6454274,0.07631097,0.08370152,0.3589886
0.8461988,0.9088222,0.3632947,0.2647626,0.4458656
0.205186,0.8438399,0.39916,0.4746645,0.8090145
0.3441164,0.5718153,0.3084671,0.107083,0.04734713
0.1380922,0.7262898,0.8637906,0.1082146,0.2851847
0.4325286,0.7364997,0.7223041,0.1895267,0.5347328
0.2332276,1.068664,1.833698,1.027273,0.3263627
0.5170687,0.6396355,0.368708,0.04223361,0.1920827
1.44587,0.09655474,0.2648754,0.3995198,0.2985305
0.5086837,0.1796113,0.08351953,0.7821613,0.1850369
0.04853859,1.05345,1.442506,1.266797,0.801634
0.7479244,0.451451,0.5737023,1.105374,0.3346119
0.01260632,0.4169001,0.5053056,0.2898511,0.32576
0.3749722,0.1219129,0.1613787,0.441539,0.4027113
0.004765676,0.1713153,0.0852823,0.009867163,0.3094739
0.01250462,0.6234542,0.1920366,0.6188356,0.3593804
0.09643062,0.0449262,0.3194708,0.2894836,0.6910596
0.1203874,0.1875923,0.3135177,0.07559215,0.4711415
1.270807,0.3587152,0.1754523,0.5665701,0.04501272
0.09778145,1.051276,0.2524903,0.01954822,1.092991
1.049181,0.6857319,0.4640805,0.1539252,1.24162
1.672735,0.2365455,0.5779809,0.3950756,0.5966725
0.04556567,1.160881,0.4759002,0.1989971,0.1040686
0.4885947,0.8753175,0.7854784,0.08561184,0.3181914
0.07678658,0.3504881,0.7952308,0.3324274,0.1358738
0.3523821,0.01541791,0.4383399,0.08586419,0.4944644
1.023112,0.02418674,1.030322,0.2618531,0.3351132
0.9305929,0.4055927,0.2132641,0.4018539,0.7056886
1.203313,0.09021335,0.3294307,0.3495481,0.0997968
0.2978644,0.8242241,0.01645419,0.2998689,1.569113
0.2365804,0.02872917,0.2595033,0.07109703,0.08253029
0.2776657,0.08081303,0.1179043,0.2051632,0.2467816
0.3972179,0.3597138,0.1711936,0.2497429,0.2693658
0.3360429,0.04013291,0.4784162,0.1046316,0.1543565
0.0612833,0.06033541,1.17043,0.5550184,0.482159
0.0121669,0.881543,0.2024938,0.1987815,0.2349541
0.06653173,0.5131831,0.1447312,0.5971176,0.2458479
0.2185968,0.7623759,0.3603024,0.4114589,0.3355025
0.2935634,0.9129864,0.3150408,2.680638,0.1173359
0.8826777,0.8513739,0.7517198,0.3965029,0.241981
0.2758689,0.279875,0.1902628,0.4039667,0.2262938
0.1844269,0.1966071,0.06925144,0.03083186,0.550871
0.09397811,0.7574801,0.09052092,0.5752812,0.82751
0.4382522,1.248953,0.192555,0.04191328,0.856259
0.399859,0.01179018,1.147704,0.1296795,0.5095963
2.821918,1.339099,2.097569,0.7135787,0.08307976
1.344648,0.09873499,0.1187731,0.2544113,1.998782
1.081119,1.573546,0.3024588,0.7081385,0.5688241
0.02411989,1.134689,0.05888752,0.2027769,0.9394491
0.08761773,0.05944343,0.2081381,1.198425,0.7714892
2.094513,0.230555,0.2064447,0.2674868,0.07214478
0.06200489,0.4004589,0.9514613,0.7296343,0.05668142
0.2886258,0.08541938,0.01899349,0.2576472,0.08918292
0.3407017,0.7678029,0.05096491,1.333064,0.6087325
0.9007105,1.402043,0.004047681,1.954966,1.200396
0.126186,0.2199377,0.07268502,0.5937768,0.9619355
0.06624673,1.941752,0.09994771,0.3658938,0.8731297
0.0801508,0.3882225,0.6088675,0.9547142,0.3117361
0.5857421,2.613674,0.2640346,1.607892,0.1870161
0.2657218,0.4222461,0.213045,0.3373662,0.007947498
0.09514469,0.08227719,0.1016249,1.077165,0.0004258605
0.3058514,0.7184242,0.7862904,0.2960215,0.02669934
0.5305269,0.1222633,1.093466,0.1667463,0.4362132
0.02777486,0.1958808,0.5530593,0.4802022,0.2980935
1.689077,0.08347181,0.1350136,0.1855583,0.3748492
0.6411209,1.683819,1.10234,0.5810989,0.6973138
0.4409028,0.4303436,0.1688048,1.590093,0.3070816
0.6562733,1.06686,0.8679664,0.316029,0.8186798
0.5864945,0.2781335,0.182241,0.6389374,0.2802606
1.447385,0.6540743,0.896974,0.7070239,1.224293
0.66722,0.5173805,0.08231111,0.7978257,1.930703
0.01072494,0.06451445,0.01350378,0.7598873,0.6902881
0.2764489,0.2082389,1.217026,0.02454375,1.759174
0.6210979,0.06591211,0.7618316,0.3314524,0.02542627
0.789321,0.332991,0.5947333,0.3897235,3.51208
0.07300727,0.1230169,0.05178904,0.2652688,0.2386514
0.3208481,0.1753909,0.4667663,2.112573,0.4022616
0.2280324,0.1152692,0.1945758,0.795822,0.2033811
0.689287,0.0971096,0.2069287,0.3069149,0.6611405
0.6788815,0.491199,0.1235346,0.9649048,0.1752142
1.770428,0.05873727,0.1685849,0.2179654,0.07585372
0.02007532,3.787312,0.02485783,0.16881,0.1785653
1.144241,0.4086394,0.5182182,0.1523819,0.2778003
0.008538717,0.3579215,0.121448,0.06150714,0.8174729
0.2735182,0.1689324,0.1426098,1.209108,0.1080928
0.7063174,0.006429194,0.2640884,0.1994016,0.6566676
0.2520712,0.1222935,0.2669631,0.08831078,0.2446921
0.01717416,0.186759,0.1414568,0.7590604,1.421047
1.586677,0.1677391,0.02135158,0.06130731,0.02109407
0.0851196,0.06018897,0.1199058,0.4015165,1.431644
0.1775337,0.09737324,0.2602568,0.09340381,0.5862056
0.4968823,0.1097676,0.4271045,0.3943506,0.3469916
0.07590568,0.4065144,0.3158733,0.09104201,1.122284
1.6998,1.354181,0.06357255,0.2666891,0.1511209
0.5899664,0.2885147,0.3551784,0.6640998,0.4098113
0.9667716,0.2368343,0.1067338,0.2148709,1.246928
0.162547,0.3944877,0.09603919,0.5776436,0.08572501
0.4173799,0.03716309,3.051909,0.5222015,0.7120557
0.3603213,0.2343312,0.377659,1.860719,0.2380272
0.5988183,0.2393146,0.3121755,0.005674975,0.2884056
0.5521893,1.740364,0.9046844,0.7881519,1.331538
0.2479433,0.9058929,0.01028407,0.175993,0.1626833
0.006421864,0.1726331,0.1036113,0.1166683,0.07969163
1.328922,0.2109127,0.576706,1.980651,0.1017356
0.08371361,0.6755074,0.4203964,0.0283923,0.4239074
0.009078129,0.7108964,0.1233916,0.1731029,0.5236711
0.028096,0.5228862,0.2170546,0.8592211,0.3243172
0.4411916,0.4372116,0.7570295,0.3034631,0.4950685
0.1115739,0.03598779,0.08863686,0.1341563,0.4725384
0.6119112,0.09256641,0.117842,0.6403321,0.5154149
0.9696023,0.02559976,0.8771748,0.03482833,0.3594177
